file,offset,budget,pinned,japanese,english
06184.sfm,0x3534,113,,"プレイステーション版のクレスが
「おうぎでんしょう」の
称号と共に習得する
アルベイン流剣術・最終奥義は何でしょう？","In the PlayStation version, what is
the ultimate Albane-style arte that
Cress learns along with the
title 'Arcane Heir'?"
06184.sfm,0x35B1,6,,次元斬,Dimensional Slash
06184.sfm,0x35B8,10,,時空蒼破斬,Spacetime Azure Slash
06184.sfm,0x35C3,10,,殺劇舞荒剣,Satsugeki Bukouken
06184.sfm,0x35CE,66,,"クレスの父ミゲールが、
かつて幼きクレスの前で
一度だけ見せた奥義ね","It's the secret arte that Cress's
father Miguel showed him just once,
back when Cress was a child."
06184.sfm,0x3656,10,,じゅうぞう,Juzo
06184.sfm,0x3661,6,,さすけ,Sasuke
06184.sfm,0x3668,8,,おれさま,"Me, Myself"
06184.sfm,0x3671,8,,ねこにん,Ninja Cat
06184.sfm,0x367A,26,,違うわ。この人は最初の人よ,Wrong. That's the first one.
06184.sfm,0x3695,26,,違うわ。この人は最後の人よ,Wrong. That's the last one.
06184.sfm,0x36B0,14,,････名前なの？,...Is that a name?
06184.sfm,0x36BF,28,,････ねこ「忍」じゃないわ････,...It's not a cat 'ninja'...
06184.sfm,0x36DC,68,,"仲間をコントローラで
直接操作できるようになる
アイテムは何でしょう？","Which item lets you control
your allies directly with
the controller?"
06184.sfm,0x3721,12,,チャネリング,Channeling
06184.sfm,0x372E,16,,ソーサラーリング,Sorcerer's Ring
06184.sfm,0x373F,16,,テクニカルリング,Technical Ring
06184.sfm,0x3750,14,,ダッシュリング,Dash Ring
06184.sfm,0x375F,14,,シンクロリング,Synchro Ring
06184.sfm,0x376E,50,,"違うわ。<Kyle>も持ってるから
違うって分かるでしょ？","Wrong. <Kyle> has one too,
so you know it's not that, right?"
06184.sfm,0x37A1,55,,"違うわ。自分をマニュアル操作
できるようにするアイテムよ","Wrong. That item lets you
control yourself manually."
06184.sfm,0x37D9,45,,"違うわ。ダッシュが出来るように
なるアイテムよ","Wrong. That item lets
you dash."
06184.sfm,0x3807,30,,違うわ。そんなアイテムは無いわ,Wrong. There's no such item.
06184.sfm,0x3826,39,,"主人公クレスの
フルネームは何でしょう？","What is the full name of
the hero, Cress?"
06184.sfm,0x384E,18,,クレス・アルベイン,Cress Albane
06184.sfm,0x3861,20,,クレス・バークライト,Cress Burklight
06184.sfm,0x3876,18,,クレス・アドネード,Cress Adenade
06184.sfm,0x3889,20,,クレス・Ｆ・レスター,Cress F. Lester
06184.sfm,0x389E,16,,クレス・クライン,Cress Klein
06184.sfm,0x38BA,45,,"違うわ。『バークライト』は
チェスターの苗字よ","Wrong. 'Burklight' is
Chester's surname."
06184.sfm,0x38E8,39,,"違うわ。『アドネード』は
ミントの苗字よ","Wrong. 'Adenade' is
Mint's surname."
06184.sfm,0x3910,43,,"違うわ。『Ｆ・レスター』は
クラースの苗字よ","Wrong. 'F. Lester' is
Klarth's surname."
06184.sfm,0x393C,39,,"違うわ。『クライン』は
アーチェの苗字よ","Wrong. 'Klein' is
Arche's surname."
06184.sfm,0x3964,49,,"････それはすずの苗字
････もしかしてわざとかしら？","...That's Suzu's surname.
...Did you do that on purpose?"
06184.sfm,0x3996,26,,ちょっと難しかったかしら？,Was that a little too hard?
06184.sfm,0x39B1,49,,"世界樹ユグドラシルに宿る
精霊の名前は何でしょう？","What is the name of the spirit
who dwells in the world tree Yggdrasill?"
06184.sfm,0x39E3,8,,マーテル,Martel
06184.sfm,0x39EC,8,,マッテル,Mattel
06184.sfm,0x39F5,12,,ウンディーネ,Undine
06184.sfm,0x3A02,6,,シルフ,Sylph
06184.sfm,0x3A09,10,,イフリート,Efreet
06184.sfm,0x3A14,6,,アスカ,Aska
06184.sfm,0x3A1B,24,,違うわ。それは水の精霊よ,Wrong. That's the spirit of water.
06184.sfm,0x3A34,24,,違うわ。それは風の精霊よ,Wrong. That's the spirit of wind.
06184.sfm,0x3A4D,24,,違うわ。それは火の精霊よ,Wrong. That's the spirit of fire.
06184.sfm,0x3A66,24,,違うわ。それは光の精霊よ,Wrong. That's the spirit of light.
06184.sfm,0x3A7F,97,,"かつてフェンリルと
オーディーンが戦った終末戦争
エルフ族の人たちはこれを
何と呼んでいるでしょう？","What do the elves call the
apocalyptic war once fought
between Fenrir and Odin?"
06184.sfm,0x3AE1,10,,ラグナロク,Ragnarok
06184.sfm,0x3AEC,8,,天地戦争,War of Heaven and Earth
06184.sfm,0x3AF5,14,,ヴァルハラ戦役,Valhalla Campaign
06184.sfm,0x3B04,10,,怪獣大決戦,Great Monster Battle
06184.sfm,0x3B0F,32,,"正解！
 すごい、よく知ってるわね","Correct!
 Wow, you really know your stuff."
06184.sfm,0x3B30,47,,"それはわたしたちの住んでいる
世界の話でしょ････","That's the one from the world
we live in, isn't it..."
06184.sfm,0x3B60,30,,････変な本の読み過ぎじゃない？,...Have you been reading strange books?
06184.sfm,0x3B7F,27,,<Kyle>は歴史が苦手なのね････,"<Kyle>, you're not good at history, are you..."
06184.sfm,0x3B9B,59,,"時間と空間を自由に操ることができる
魔剣の名前は何でしょう？","What is the name of the magic sword
that can freely control time and space?"
06184.sfm,0x3BD7,16,,エターナルソード,Eternal Sword
06184.sfm,0x3BE8,16,,エターニアソード,Eternia Sword
06184.sfm,0x3BF9,14,,エクスカリバー,Excalibur
06184.sfm,0x3C08,14,,アークウィンド,Arc Wind
06184.sfm,0x3C17,12,,ガントレット,Gauntlet
06184.sfm,0x3C24,10,,ディムロス,Dymlos
06184.sfm,0x3C2F,52,,"正解！
この剣の力で、ダオスの
時間転移を封じたのよね","Correct!
This sword's power is what sealed
Dhaos's time travel, right?"
06184.sfm,0x3C64,22,,おしい、ちょっと違うわ,"Close, but not quite."
06184.sfm,0x3C7B,35,,"違うわ
剣には違いないんだけれど････","Wrong.
It is a sword, though..."
06184.sfm,0x3C9F,23,,"違うわ
それは槍の名前よ","Wrong.
That's the name of a spear."
06184.sfm,0x3CB7,19,,"違うわ
それは防具よ","Wrong.
That's a piece of armor."
06184.sfm,0x3CCB,43,,"魔剣って････ディムロスさんに
失礼じゃない？","A magic sword...? Isn't that
rude to Mr. Dymlos?"
06184.sfm,0x3CF7,51,,"海賊アイフリードが
真の宝と認めたものは何でしょう？","What did the pirate Aifread
recognize as his true treasure?"
06184.sfm,0x3D2B,16,,ロザニアのドレス,Rosania's Dress
06184.sfm,0x3D3C,14,,グリーントーチ,Green Torch
06184.sfm,0x3D4B,16,,ゴールデンヘルム,Golden Helm
06184.sfm,0x3D5C,6,,Ｎ・Ｇ,N.G.
06184.sfm,0x3D63,16,,セントハルバード,St. Halberd
06184.sfm,0x3D74,10,,こんにゃく,Konjac
06184.sfm,0x3D7F,58,,"正解！
奥さんのドレスが一番の宝
なんて、なんだかいい話よね","Correct!
His wife's dress was his greatest
treasure. What a lovely story."
06184.sfm,0x3DBA,28,,違うわ。それも宝の一つだけど,Wrong. Though that is one of his treasures.
06184.sfm,0x3DD7,30,,それは簡単に手に入るでしょう？,"You can get that easily, can't you?"
06184.sfm,0x3DF6,30,,すずの祖父の名前は何でしょう？,What is the name of Suzu's grandfather?
06184.sfm,0x3E15,4,,乱蔵,Ranzo
06184.sfm,0x3E1F,6,,おきよ,Okiyo
06184.sfm,0x3E26,8,,すず祖父,Suzu's Grandpa
06184.sfm,0x3E2F,30,,違うわ。それはお父さんの名前よ,Wrong. That's her father's name.
06184.sfm,0x3E4E,30,,違うわ。それはお母さんの名前よ,Wrong. That's her mother's name.
06184.sfm,0x3E6D,35,,"････の、名前を聞いてるん
だけど････","...I'm asking for his
name..."
06184.sfm,0x3E91,18,,ねこにんだったの？,He was a ninja cat?
06184.sfm,0x3EA4,22,,････まじめに答えてる？,...Are you answering seriously?
06184.sfm,0x3EBB,30,,時間切れ、もっと勉強しましょう,Time's up. Let's study more.
06184.sfm,0x3EDA,81,,"エルフの血を引く魔術師 
エドワード＝Ｄ＝モリスンの
孫の孫の孫といえば誰でしょう？","Who is the great-great-great-grandchild
of Edward D. Morrison, the sorcerer
of elven blood?"
06184.sfm,0x3F2C,8,,ハロルド,Harold
06184.sfm,0x3F35,10,,トリニクス,Trinicus
06184.sfm,0x3F40,6,,ダオス,Dhaos
06184.sfm,0x3F47,10,,バーナード,Bernard
06184.sfm,0x3F52,12,,アールグレイ,Earl Grey
06184.sfm,0x3F5F,51,,"正解！
私達の仲間の<Harold>とは
まったくの別人だけどね","Correct!
Though it's a completely different
person from our <Harold>."
06184.sfm,0x3F93,65,,"ふふっ、ひっかかったわね
それは「孫の孫」。問題は「孫の孫の孫」よ","Hehe, you fell for it.
That's the 'great-great-grandchild'.
I asked about one generation later."
06184.sfm,0x3FD5,22,,違うわ。それは別の人よ,Wrong. That's someone else.
06184.sfm,0x3FEC,26,,････そんな話だったかしら？,...Was that how the story went?
06184.sfm,0x4007,26,,違うわ。そんな人はいないわ,Wrong. There's no such person.
06184.sfm,0x4022,35,,"違うわ
それって紅茶の名前じゃない？","Wrong.
Isn't that the name of a tea?"
06184.sfm,0x4046,26,,ちょっと意地悪だったかな？,Was that a bit mean of me?
06184.sfm,0x4061,32,,ミントの母親の名前は何でしょう？,What is the name of Mint's mother?
06184.sfm,0x4082,18,,メリル・アドネード,Meryl Adenade
06184.sfm,0x4095,18,,マリア・アルベイン,Maria Albane
06184.sfm,0x40A8,18,,メリル・アルベイン,Meryl Albane
06184.sfm,0x40BB,18,,マリル・アドネード,Maryl Adenade
06184.sfm,0x40CE,18,,マリン・アドレッド,Marin Adred
06184.sfm,0x40E1,20,,ルーティ・カトレット,Rutee Katrea
06184.sfm,0x40F6,58,,"正解！
死んでからも娘のことを
ずっと見守っていたのよね････","Correct!
Even after she died, she kept
watching over her daughter..."
06184.sfm,0x4131,28,,違うわ。クレスの母親でしょ？,"Wrong. That's Cress's mother, isn't it?"
06184.sfm,0x414E,18,,････う～ん、おしい,"...Hmm, so close."
06184.sfm,0x4161,16,,近いけど、違うわ,"Close, but wrong."
06184.sfm,0x4172,20,,微妙にずれてるわ････,That's just slightly off...
06184.sfm,0x4187,27,,それは<Kyle>のお母さんよ････,That's <Kyle>'s mother...
06184.sfm,0x41A3,20,,残念、時間切れよ････,"Too bad, time's up..."
06184.sfm,0x41B8,59,,"大河サブイベント、時を越えた
恋物語といえば誰と誰でしょう？","The great river sub-event is a love
story across time. Between whom?"
06184.sfm,0x41F4,20,,ナンシーとエルウィン,Nancy and Elwin
06184.sfm,0x4209,14,,クレスとミント,Cress and Mint
06184.sfm,0x4218,16,,ボビーとメアリー,Bobby and Mary
06184.sfm,0x4229,12,,ごんとおまつ,Gon and Omatsu
06184.sfm,0x4236,20,,チェスターとアーチェ,Chester and Arche
06184.sfm,0x424B,12,,<Kyle>と<Reala>,<Kyle> and <Reala>
06184.sfm,0x4258,60,,"正解！
二人の恋の行方によって
未来の子孫の様子が変わるのよね","Correct!
How their love turns out changes
what their descendants are like."
06184.sfm,0x4295,24,,サブイベント････かなぁ？,Is that... a sub-event?
06184.sfm,0x42AE,10,,それは誰？,Who are they?
06184.sfm,0x42B9,32,,何処の国のお話だと思っているの？,What country do you think this story is from?
06184.sfm,0x42DA,18,,････は、はずれ････,...W-wrong...
06184.sfm,0x42ED,25,,<Kyle>はこういう話は苦手？,"<Kyle>, not a fan of this kind of story?"
06184.sfm,0x4307,32,,フラムベルクは何の化身でしょう？,Flamberg is the incarnation of what?
06184.sfm,0x4328,14,,フランベルジュ,Flamberge
06184.sfm,0x4337,12,,ブラムバルド,Brambert
06184.sfm,0x4344,14,,シルヴァラント,Sylvarant
06184.sfm,0x4353,16,,ヴォーバルソード,Vorpal Sword
06184.sfm,0x4364,12,,ダイヤモンド,Diamond
06184.sfm,0x4371,12,,ヘイムダール,Heimdall
06184.sfm,0x437E,8,,テセアラ,Tethe'alla
06184.sfm,0x4387,10,,カーラーン,Kharlan
06184.sfm,0x4392,38,,"正解！
これは炎の剣で
三大武具の一つよ","Correct!
That's the flame sword,
one of the Three Great Arms."
06184.sfm,0x43B9,28,,違うわ。それはエルフの族長ね,Wrong. That's the elf chieftain.
06184.sfm,0x43D6,41,,"違うわ。それは空に浮かぶ大きな月の
名前よ","Wrong. That's the name of the
big moon in the sky."
06184.sfm,0x4400,39,,"違うわ。これは氷の剣で
３大武具の一つよ","Wrong. That's the ice sword,
one of the Three Great Arms."
06184.sfm,0x4478,35,,"違うわ。空に浮かぶ小さな月の
名前よ","Wrong. That's the name of the
small moon in the sky."
06184.sfm,0x449C,35,,"違うわ。世界樹ユグドラシルの
別名ね","Wrong. That's another name for
the world tree Yggdrasill."
06184.sfm,0x44C0,20,,名前をよく見ましょう,Look at the names carefully.
06184.sfm,0x44D5,55,,"クラースの助手として
共に暮らす女性の名前は何でしょう？","What is the name of the woman who
lives with Klarth as his assistant?"
06184.sfm,0x450D,8,,ミラルド,Mirald
06184.sfm,0x4516,6,,マリン,Marin
06184.sfm,0x451D,8,,オランダ,Oranda
06184.sfm,0x4526,10,,ガナーシェ,Ganache
06184.sfm,0x4531,6,,エミリ,Emily
06184.sfm,0x4538,10,,エドワード,Edward
06184.sfm,0x4543,8,,ドルミラ,Dolmira
06184.sfm,0x454C,6,,ルツェ,Lutze
06184.sfm,0x457A,24,,違うわ。もっとよく考えて,Wrong. Think harder.
06184.sfm,0x4593,41,,"違うわ。その人はお城に仕える
メイドさんよ","Wrong. She's a maid who
serves at the castle."
06184.sfm,0x45BD,20,,それ、女の人の名前？,Is that even a woman's name?
06184.sfm,0x45D2,80,,"アルヴァニスタの冒険者ギルドで
ライブを見ることが出来るけど
それは誰のでしょう？","You can watch a live show at the
Adventurers' Guild in Alvanista.
Whose show is it?"
06184.sfm,0x4623,6,,よーみ,Yo-mi
06184.sfm,0x462A,8,,ＤＥＥＮ,DEEN
06184.sfm,0x4649,8,,倉木麻衣,Mai Kuraki
06184.sfm,0x4652,46,,"正解！
オープニングテーマを
歌ってくれるのよね","Correct!
She's the one who sings
the opening theme."
06184.sfm,0x4681,50,,"違うわ。<Kyle>、お父さんたちの話
聞いたこと無いの？","Wrong. <Kyle>, haven't you ever
heard your father's stories?"
06184.sfm,0x46B4,57,,"違うわ。それはエターニアの
オープニングを歌ってる人たちよ","Wrong. They're the ones who sang
the opening for Eternia."
06184.sfm,0x46EE,52,,"････<Kyle>、ひょっとして
オープニングの時、寝てるの？","...<Kyle>, do you sleep through
the opening, by any chance?"
06184.sfm,0x4723,45,,"う～ん、聞いてみたいような
気もするけれど････","Hmm, part of me kind of wants
to hear that, though..."
06184.sfm,0x4751,78,,"法術師たちの象徴、汚れ無き
乙女にしか出会えないという
伝説の動物は何でしょう？","What is the legendary animal, symbol of
the clerics, that only a pure
maiden can meet?"
06184.sfm,0x47A0,10,,ユニコーン,Unicorn
06184.sfm,0x47AB,8,,ペガサス,Pegasus
06184.sfm,0x47B4,8,,いっかく,Narwhal
06184.sfm,0x47BD,6,,ノーム,Gnome
06184.sfm,0x47EC,49,,"････う～ん、おしいわ
伝説の動物ではあるけれど････","...Hmm, close.
It is a legendary animal, but..."
06184.sfm,0x481E,41,,"違うわ。普通に出会えるんじゃ
ないかしら？","Wrong. You can meet those
normally, can't you?"
06184.sfm,0x4848,24,,はずれ。それは土の精霊よ,Wrong. That's the spirit of earth.
06184.sfm,0x4861,57,," <Loni>は動物じゃないわ
確かに乙女は好きそうだけれども････"," <Loni> isn't an animal.
Though he does seem to like maidens..."
06184.sfm,0x489B,20,,残念、時間切れね････,"Too bad, time's up..."
06184.sfm,0x48B0,61,,"古代エルフ族が使っていた言語は
「プライマル････」何でしょう？","The language used by the ancient elves
was 'Primal...' what?"
06184.sfm,0x48EE,16,,エルヴン・ロアー,Elven Lore
06184.sfm,0x48FF,16,,エルロン・ヘアー,Aileron Hair
06184.sfm,0x4910,16,,ジツモン・シアー,Jitsumon Sheer
06184.sfm,0x4921,18,,エルブン・ロノフー,Elbun Ronofu
06184.sfm,0x4934,16,,ジルモン・ジター,Jilmon Jitter
06184.sfm,0x4945,16,,ジコゲン・バダー,Jikogen Badder
06184.sfm,0x4956,23,,"正解！
よく知ってたわね","Correct!
You knew that well."
06184.sfm,0x496E,26,,････なんか違うんじゃない？,"...Something's off about that, isn't it?"
